month_date,grade,from_bucket,to_bucket,from_balance,to_balance,flow_rate
2012-05-01,G,150+,180+,63920.0,63920.0,1.0
2012-05-01,G,180+,GCO,58140.0,654223.75,1.0
2012-06-01,A,Current,30+,96372181.54,224655.0,0.002331
2012-06-01,A,30+,60+,137083.75,126883.75,0.925593
2012-06-01,A,60+,90+,82620.0,96305.0,1.0
2012-06-01,A,90+,120+,79730.0,76245.0,0.95629
2012-06-01,A,120+,150+,44795.0,57545.0,1.0
2012-06-01,A,150+,180+,89335.0,92735.0,1.0
2012-06-01,A,180+,GCO,65811.25,1012902.5,1.0
2012-06-01,B,Current,30+,144187618.7,612871.25,0.004251
2012-06-01,B,30+,60+,479272.5,448608.75,0.93602
2012-06-01,B,60+,90+,251727.5,189550.0,0.752997
2012-06-01,B,90+,120+,382882.5,381628.75,0.996725
2012-06-01,B,120+,150+,204148.75,208696.25,1.0
2012-06-01,B,150+,180+,356426.25,411676.25,1.0
2012-06-01,B,180+,GCO,244842.5,4189288.75,1.0
2012-06-01,C,Current,30+,91846040.84,736801.25,0.008022
2012-06-01,C,30+,60+,436985.0,373787.5,0.855378
2012-06-01,C,60+,90+,243142.5,317921.25,1.0
2012-06-01,C,90+,120+,409742.5,431141.25,1.0
2012-06-01,C,120+,150+,349137.5,244417.5,0.700061
2012-06-01,C,150+,180+,362801.25,471856.25,1.0
2012-06-01,C,180+,GCO,382733.75,4736008.75,1.0
2012-06-01,D,Current,30+,68017258.56,620542.5,0.009123
2012-06-01,D,30+,60+,696001.25,605093.75,0.869386
2012-06-01,D,60+,90+,324466.25,416415.0,1.0
2012-06-01,D,90+,120+,390447.5,317560.0,0.813323
2012-06-01,D,120+,150+,276335.0,266241.25,0.963473
2012-06-01,D,150+,180+,340552.5,358381.25,1.0
2012-06-01,D,180+,GCO,424872.5,4251721.25,1.0
2012-06-01,E,Current,30+,48984574.01,715721.25,0.014611
2012-06-01,E,30+,60+,545083.75,472005.0,0.865931
2012-06-01,E,60+,90+,277525.0,430610.0,1.0
2012-06-01,E,90+,120+,583185.0,376167.5,0.645023
2012-06-01,E,120+,150+,264392.5,265965.0,1.0
2012-06-01,E,150+,180+,321810.0,366201.25,1.0
2012-06-01,E,180+,GCO,242632.5,3039791.25,1.0
2012-06-01,F,Current,30+,21359738.36,588285.0,0.027542
2012-06-01,F,30+,60+,231327.5,260397.5,1.0
2012-06-01,F,60+,90+,194118.75,266241.25,1.0
2012-06-01,F,90+,120+,387005.0,226312.5,0.584779
2012-06-01,F,120+,150+,61816.25,116556.25,1.0
2012-06-01,F,150+,180+,286025.0,273020.0,0.954532
2012-06-01,F,180+,GCO,145817.5,1709520.0,1.0
2012-06-01,G,Current,30+,5984802.62,64876.25,0.01084
2012-06-01,G,30+,60+,135872.5,187807.5,1.0
2012-06-01,G,60+,90+,106760.0,92225.0,0.863854
2012-06-01,G,90+,120+,110351.25,126713.75,1.0
2012-06-01,G,120+,150+,93287.5,34425.0,0.369021
2012-06-01,G,150+,180+,23332.5,23332.5,1.0
2012-06-01,G,180+,GCO,63920.0,718143.75,1.0
2012-07-01,A,Current,30+,102518176.22,231327.5,0.002256
2012-07-01,A,30+,60+,224655.0,259653.75,1.0
2012-07-01,A,60+,90+,126883.75,109331.25,0.861665
2012-07-01,A,90+,120+,96305.0,103147.5,1.0
2012-07-01,A,120+,150+,76245.0,81175.0,1.0
2012-07-01,A,150+,180+,57545.0,48875.0,0.849335
2012-07-01,A,180+,GCO,92735.0,1134537.5,1.0
2012-07-01,B,Current,30+,158619812.47,473450.0,0.002985
2012-07-01,B,30+,60+,612871.25,570477.5,0.930828
2012-07-01,B,60+,90+,448608.75,379418.75,0.845768
2012-07-01,B,90+,120+,189550.0,364225.0,1.0
2012-07-01,B,120+,150+,381628.75,293292.5,0.768528
2012-07-01,B,150+,180+,208696.25,293845.0,1.0
2012-07-01,B,180+,GCO,411676.25,4638365.0,1.0
2012-07-01,C,Current,30+,102132446.96,617440.0,0.006045
2012-07-01,C,30+,60+,736801.25,796896.25,1.0
2012-07-01,C,60+,90+,373787.5,450563.75,1.0
2012-07-01,C,90+,120+,317921.25,285005.0,0.896464
2012-07-01,C,120+,150+,431141.25,302812.5,0.702351
2012-07-01,C,150+,180+,244417.5,477317.5,1.0
2012-07-01,C,180+,GCO,471856.25,5213815.0,1.0
2012-07-01,D,Current,30+,76892259.87,612595.0,0.007967
2012-07-01,D,30+,60+,620542.5,566036.25,0.912164
2012-07-01,D,60+,90+,605093.75,617355.0,1.0
2012-07-01,D,90+,120+,416415.0,392700.0,0.94305
2012-07-01,D,120+,150+,317560.0,338363.75,1.0
2012-07-01,D,150+,180+,266241.25,354768.75,1.0
2012-07-01,D,180+,GCO,358381.25,4689513.75,1.0
2012-07-01,E,Current,30+,54113893.05,531590.0,0.009824
2012-07-01,E,30+,60+,715721.25,651482.5,0.910246
2012-07-01,E,60+,90+,472005.0,474193.75,1.0
2012-07-01,E,90+,120+,430610.0,305915.0,0.710422
2012-07-01,E,120+,150+,376167.5,508406.25,1.0
2012-07-01,E,150+,180+,265965.0,381671.25,1.0
2012-07-01,E,180+,GCO,366201.25,3447642.5,1.0
2012-07-01,F,Current,30+,23649685.44,266921.25,0.011286
2012-07-01,F,30+,60+,588285.0,625323.75,1.0
2012-07-01,F,60+,90+,260397.5,222636.25,0.854986
2012-07-01,F,90+,120+,266241.25,193821.25,0.727991
2012-07-01,F,120+,150+,226312.5,297776.25,1.0
2012-07-01,F,150+,180+,116556.25,188933.75,1.0
2012-07-01,F,180+,GCO,273020.0,2037280.0,1.0
2012-07-01,G,Current,30+,6421530.38,88060.0,0.013713
2012-07-01,G,30+,60+,64876.25,70103.75,1.0
2012-07-01,G,60+,90+,187807.5,146795.0,0.781625
2012-07-01,G,90+,120+,92225.0,106760.0,1.0
2012-07-01,G,120+,150+,126713.75,42500.0,0.335402
2012-07-01,G,150+,180+,34425.0,161138.75,1.0
2012-07-01,G,180+,GCO,23332.5,741476.25,1.0
2012-08-01,A,Current,30+,109432491.18,153998.75,0.001407
2012-08-01,A,30+,60+,231327.5,242462.5,1.0
2012-08-01,A,60+,90+,259653.75,218258.75,0.840576
2012-08-01,A,90+,120+,109331.25,92501.25,0.846064
2012-08-01,A,120+,150+,103147.5,146242.5,1.0
2012-08-01,A,150+,180+,81175.0,87125.0,1.0
2012-08-01,A,180+,GCO,48875.0,1195567.5,1.0
2012-08-01,B,Current,30+,173251388.24,655583.75,0.003784
2012-08-01,B,30+,60+,473450.0,511020.0,1.0
2012-08-01,B,60+,90+,570477.5,557408.75,0.977092
2012-08-01,B,90+,120+,379418.75,291847.5,0.769196
2012-08-01,B,120+,150+,364225.0,468350.0,1.0
2012-08-01,B,150+,180+,293292.5,241910.0,0.824808
2012-08-01,B,180+,GCO,293845.0,5013810.0,1.0
2012-08-01,C,Current,30+,112570666.63,550821.25,0.004893
2012-08-01,C,30+,60+,617440.0,660620.0,1.0
2012-08-01,C,60+,90+,796896.25,697191.25,0.874883
2012-08-01,C,90+,120+,450563.75,476148.75,1.0
2012-08-01,C,120+,150+,285005.0,384115.0,1.0
2012-08-01,C,150+,180+,302812.5,281095.0,0.928281
2012-08-01,C,180+,GCO,477317.5,5735035.0,1.0
2012-08-01,D,Current,30+,84471523.21,785995.0,0.009305
2012-08-01,D,30+,60+,612595.0,539495.0,0.880672
2012-08-01,D,60+,90+,566036.25,622986.25,1.0
2012-08-01,D,90+,120+,617355.0,527446.25,0.854365
2012-08-01,D,120+,150+,392700.0,490258.75,1.0
2012-08-01,D,150+,180+,338363.75,351538.75,1.0
2012-08-01,D,180+,GCO,354768.75,5064257.5,1.0
2012-08-01,E,Current,30+,58810581.65,725007.5,0.012328
2012-08-01,E,30+,60+,531590.0,487177.5,0.916453
2012-08-01,E,60+,90+,651482.5,570350.0,0.875465
2012-08-01,E,90+,120+,474193.75,429101.25,0.904907
2012-08-01,E,120+,150+,305915.0,439450.0,1.0
2012-08-01,E,150+,180+,508406.25,465651.25,0.915904
2012-08-01,E,180+,GCO,381671.25,3916013.75,1.0
2012-08-01,F,Current,30+,25664887.73,253725.0,0.009886
2012-08-01,F,30+,60+,266921.25,280903.75,1.0
2012-08-01,F,60+,90+,625323.75,560723.75,0.896694
2012-08-01,F,90+,120+,222636.25,216240.0,0.97127
2012-08-01,F,120+,150+,193821.25,258017.5,1.0
2012-08-01,F,150+,180+,297776.25,304576.25,1.0
2012-08-01,F,180+,GCO,188933.75,2226213.75,1.0
2012-08-01,G,Current,30+,6958018.18,73950.0,0.010628
2012-08-01,G,30+,60+,88060.0,56780.0,0.644788
2012-08-01,G,60+,90+,70103.75,87380.0,1.0
2012-08-01,G,90+,120+,146795.0,103126.25,0.702519
2012-08-01,G,120+,150+,106760.0,141907.5,1.0
2012-08-01,G,150+,180+,42500.0,65025.0,1.0
2012-08-01,G,180+,GCO,161138.75,902615.0,1.0
2012-09-01,A,Current,30+,116575769.65,193460.0,0.00166
2012-09-01,A,30+,60+,153998.75,148898.75,0.966883
2012-09-01,A,60+,90+,242462.5,242462.5,1.0
2012-09-01,A,90+,120+,218258.75,239678.75,1.0
2012-09-01,A,120+,150+,92501.25,87656.25,0.947622
2012-09-01,A,150+,180+,146242.5,143522.5,0.981401
2012-09-01,A,180+,GCO,87125.0,1268837.5,1.0
2012-09-01,B,Current,30+,191682898.18,776517.5,0.004051
2012-09-01,B,30+,60+,655583.75,620308.75,0.946193
2012-09-01,B,60+,90+,511020.0,544722.5,1.0
2012-09-01,B,90+,120+,557408.75,532801.25,0.955854
2012-09-01,B,120+,150+,291847.5,289977.5,0.993593
2012-09-01,B,150+,180+,468350.0,478592.5,1.0
2012-09-01,B,180+,GCO,241910.0,5238252.5,1.0
2012-09-01,C,Current,30+,124892641.11,502647.5,0.004025
2012-09-01,C,30+,60+,550821.25,547421.25,0.993827
2012-09-01,C,60+,90+,660620.0,654670.0,0.990993
2012-09-01,C,90+,120+,697191.25,768591.25,1.0
2012-09-01,C,120+,150+,476148.75,425063.75,0.892712
2012-09-01,C,150+,180+,384115.0,362950.0,0.944899
2012-09-01,C,180+,GCO,281095.0,5998280.0,1.0
2012-09-01,D,Current,30+,93596839.71,897111.25,0.009585
2012-09-01,D,30+,60+,785995.0,756585.0,0.962582
2012-09-01,D,60+,90+,539495.0,519095.0,0.962187
2012-09-01,D,90+,120+,622986.25,638286.25,1.0
2012-09-01,D,120+,150+,527446.25,517246.25,0.980662
2012-09-01,D,150+,180+,490258.75,503008.75,1.0
2012-09-01,D,180+,GCO,351538.75,5397946.25,1.0
2012-09-01,E,Current,30+,63516856.95,581017.5,0.009147
2012-09-01,E,30+,60+,725007.5,725007.5,1.0
2012-09-01,E,60+,90+,487177.5,487177.5,1.0
2012-09-01,E,90+,120+,570350.0,576937.5,1.0
2012-09-01,E,120+,150+,429101.25,436368.75,1.0
2012-09-01,E,150+,180+,439450.0,469540.0,1.0
2012-09-01,E,180+,GCO,465651.25,4337720.0,1.0
2012-09-01,F,Current,30+,28518414.75,283666.25,0.009947
2012-09-01,F,30+,60+,253725.0,253725.0,1.0
2012-09-01,F,60+,90+,280903.75,280903.75,1.0
2012-09-01,F,90+,120+,560723.75,560723.75,1.0
2012-09-01,F,120+,150+,216240.0,222190.0,1.0
2012-09-01,F,150+,180+,258017.5,258867.5,1.0
2012-09-01,F,180+,GCO,304576.25,2523990.0,1.0
2012-09-01,G,Current,30+,7471093.15,112306.25,0.015032
2012-09-01,G,30+,60+,73950.0,73950.0,1.0
2012-09-01,G,60+,90+,56780.0,56780.0,1.0
2012-09-01,G,90+,120+,87380.0,87380.0,1.0
2012-09-01,G,120+,150+,103126.25,103126.25,1.0
2012-09-01,G,150+,180+,141907.5,141907.5,1.0
2012-09-01,G,180+,GCO,65025.0,967640.0,1.0
2012-10-01,A,Current,30+,124006306.9,287023.75,0.002315
2012-10-01,A,30+,60+,193460.0,221063.75,1.0
2012-10-01,A,60+,90+,148898.75,140228.75,0.941773
2012-10-01,A,90+,120+,242462.5,245182.5,1.0
2012-10-01,A,120+,150+,239678.75,196498.75,0.819842
2012-10-01,A,150+,180+,87656.25,125311.25,1.0
2012-10-01,A,180+,GCO,143522.5,1428935.0,1.0
2012-10-01,B,Current,30+,211043722.36,788077.5,0.003734
2012-10-01,B,30+,60+,776517.5,781128.75,1.0
2012-10-01,B,60+,90+,620308.75,550396.25,0.887294
2012-10-01,B,90+,120+,544722.5,553243.75,1.0
2012-10-01,B,120+,150+,532801.25,531845.0,0.998205
2012-10-01,B,150+,180+,289977.5,388875.0,1.0
2012-10-01,B,180+,GCO,478592.5,5724070.0,1.0
2012-10-01,C,Current,30+,138398600.94,659706.25,0.004767
2012-10-01,C,30+,60+,502647.5,483161.25,0.961233
2012-10-01,C,60+,90+,547421.25,554348.75,1.0
2012-10-01,C,90+,120+,654670.0,663913.75,1.0
2012-10-01,C,120+,150+,768591.25,568267.5,0.739362
2012-10-01,C,150+,180+,425063.75,632676.25,1.0
2012-10-01,C,180+,GCO,362950.0,6400245.0,1.0
2012-10-01,D,Current,30+,105646406.53,753397.5,0.007131
2012-10-01,D,30+,60+,897111.25,841075.0,0.937537
2012-10-01,D,60+,90+,756585.0,838992.5,1.0
2012-10-01,D,90+,120+,519095.0,523770.0,1.0
2012-10-01,D,120+,150+,638286.25,528551.25,0.828079
2012-10-01,D,150+,180+,517246.25,679001.25,1.0
2012-10-01,D,180+,GCO,503008.75,5906055.0,1.0
2012-10-01,E,Current,30+,70432150.64,544510.0,0.007731
2012-10-01,E,30+,60+,581017.5,528487.5,0.90959
2012-10-01,E,60+,90+,725007.5,763087.5,1.0
2012-10-01,E,90+,120+,487177.5,505027.5,1.0
2012-10-01,E,120+,150+,576937.5,452922.5,0.785046
2012-10-01,E,150+,180+,436368.75,572028.75,1.0
2012-10-01,E,180+,GCO,469540.0,4821115.0,1.0
2012-10-01,F,Current,30+,31377795.0,578913.75,0.01845
2012-10-01,F,30+,60+,283666.25,292676.25,1.0
2012-10-01,F,60+,90+,253725.0,238935.0,0.941709
2012-10-01,F,90+,120+,280903.75,256083.75,0.911642
2012-10-01,F,120+,150+,560723.75,473365.0,0.844204
2012-10-01,F,150+,180+,222190.0,354598.75,1.0
2012-10-01,F,180+,GCO,258867.5,2788807.5,1.0
2012-10-01,G,Current,30+,7865533.92,70295.0,0.008937
2012-10-01,G,30+,60+,112306.25,134746.25,1.0
2012-10-01,G,60+,90+,73950.0,73950.0,1.0
2012-10-01,G,90+,120+,56780.0,56780.0,1.0
2012-10-01,G,120+,150+,87380.0,87380.0,1.0
2012-10-01,G,150+,180+,103126.25,103126.25,1.0
2012-10-01,G,180+,GCO,141907.5,1109547.5,1.0
2012-11-01,A,Current,30+,128931174.73,300071.25,0.002327
2012-11-01,A,30+,60+,287023.75,268217.5,0.934478
2012-11-01,A,60+,90+,221063.75,196477.5,0.888782
2012-11-01,A,90+,120+,140228.75,153998.75,1.0
2012-11-01,A,120+,150+,245182.5,242462.5,0.988906
2012-11-01,A,150+,180+,196498.75,239678.75,1.0
2012-11-01,A,180+,GCO,125311.25,1500016.25,1.0
2012-11-01,B,Current,30+,228308503.03,780533.75,0.003419
2012-11-01,B,30+,60+,788077.5,794473.75,1.0
2012-11-01,B,60+,90+,781128.75,761175.0,0.974455
2012-11-01,B,90+,120+,550396.25,635651.25,1.0
2012-11-01,B,120+,150+,553243.75,534820.0,0.966699
2012-11-01,B,150+,180+,531845.0,539558.75,1.0
2012-11-01,B,180+,GCO,388875.0,6009967.5,1.0
2012-11-01,C,Current,30+,151521631.0,801040.0,0.005287
2012-11-01,C,30+,60+,659706.25,677513.75,1.0
2012-11-01,C,60+,90+,483161.25,483947.5,1.0
2012-11-01,C,90+,120+,554348.75,566121.25,1.0
2012-11-01,C,120+,150+,663913.75,650420.0,0.979675
2012-11-01,C,150+,180+,568267.5,751591.25,1.0
2012-11-01,C,180+,GCO,632676.25,6807543.75,1.0
2012-11-01,D,Current,30+,118357731.26,1101515.0,0.009307
2012-11-01,D,30+,60+,753397.5,770397.5,1.0
2012-11-01,D,60+,90+,841075.0,880621.25,1.0
2012-11-01,D,90+,120+,838992.5,777835.0,0.927106
2012-11-01,D,120+,150+,523770.0,519095.0,0.991074
2012-11-01,D,150+,180+,528551.25,628086.25,1.0
2012-11-01,D,180+,GCO,679001.25,6428401.25,1.0
2012-11-01,E,Current,30+,78273417.67,1011308.75,0.01292
2012-11-01,E,30+,60+,544510.0,507790.0,0.932563
2012-11-01,E,60+,90+,528487.5,597167.5,1.0
2012-11-01,E,90+,120+,763087.5,725007.5,0.950097
2012-11-01,E,120+,150+,505027.5,487177.5,0.964655
2012-11-01,E,150+,180+,452922.5,576937.5,1.0
2012-11-01,E,180+,GCO,572028.75,5243628.75,1.0
2012-11-01,F,Current,30+,35420975.63,475915.0,0.013436
2012-11-01,F,30+,60+,578913.75,590813.75,1.0
2012-11-01,F,60+,90+,292676.25,283666.25,0.969215
2012-11-01,F,90+,120+,238935.0,253725.0,1.0
2012-11-01,F,120+,150+,256083.75,280903.75,1.0
2012-11-01,F,150+,180+,473365.0,560723.75,1.0
2012-11-01,F,180+,GCO,354598.75,3005047.5,1.0
2012-11-01,G,Current,30+,8569732.87,168045.0,0.019609
2012-11-01,G,30+,60+,70295.0,92735.0,1.0
2012-11-01,G,60+,90+,134746.25,112306.25,0.833465
2012-11-01,G,90+,120+,73950.0,73950.0,1.0
2012-11-01,G,120+,150+,56780.0,56780.0,1.0
2012-11-01,G,150+,180+,87380.0,87380.0,1.0
2012-11-01,G,180+,GCO,103126.25,1212673.75,1.0
2012-12-01,A,Current,30+,140902138.47,295906.25,0.0021
2012-12-01,A,30+,60+,300071.25,271341.25,0.904256
2012-12-01,A,60+,90+,268217.5,287023.75,1.0
2012-12-01,A,90+,120+,196477.5,221063.75,1.0
2012-12-01,A,120+,150+,153998.75,140228.75,0.910584
2012-12-01,A,150+,180+,242462.5,245182.5,1.0
2012-12-01,A,180+,GCO,239678.75,1750745.0,1.0
2012-12-01,B,Current,30+,251692260.17,703502.5,0.002795
2012-12-01,B,30+,60+,780533.75,784337.5,1.0
2012-12-01,B,60+,90+,794473.75,788077.5,0.991949
2012-12-01,B,90+,120+,761175.0,781128.75,1.0
2012-12-01,B,120+,150+,635651.25,550396.25,0.865878
2012-12-01,B,150+,180+,534820.0,553243.75,1.0
2012-12-01,B,180+,GCO,539558.75,6644790.0,1.0
2012-12-01,C,Current,30+,173086379.4,847173.75,0.004895
2012-12-01,C,30+,60+,801040.0,809858.75,1.0
2012-12-01,C,60+,90+,677513.75,659706.25,0.973716
2012-12-01,C,90+,120+,483947.5,483161.25,0.998375
2012-12-01,C,120+,150+,566121.25,554348.75,0.979205
2012-12-01,C,150+,180+,650420.0,663913.75,1.0
2012-12-01,C,180+,GCO,751591.25,7601188.75,1.0
2012-12-01,D,Current,30+,127465901.31,989867.5,0.007766
2012-12-01,D,30+,60+,1101515.0,1068471.25,0.970002
2012-12-01,D,60+,90+,770397.5,753397.5,0.977933
2012-12-01,D,90+,120+,880621.25,841075.0,0.955093
2012-12-01,D,120+,150+,777835.0,838992.5,1.0
2012-12-01,D,150+,180+,519095.0,523770.0,1.0
2012-12-01,D,180+,GCO,628086.25,7113607.5,1.0
2012-12-01,E,Current,30+,83646730.65,765403.75,0.00915
2012-12-01,E,30+,60+,1011308.75,1020658.75,1.0
2012-12-01,E,60+,90+,507790.0,544510.0,1.0
2012-12-01,E,90+,120+,597167.5,528487.5,0.88499
2012-12-01,E,120+,150+,725007.5,763087.5,1.0
2012-12-01,E,150+,180+,487177.5,505027.5,1.0
2012-12-01,E,180+,GCO,576937.5,5846066.25,1.0
2012-12-01,F,Current,30+,37638341.68,587435.0,0.015607
2012-12-01,F,30+,60+,475915.0,467415.0,0.98214
2012-12-01,F,60+,90+,590813.75,578913.75,0.979858
2012-12-01,F,90+,120+,283666.25,292676.25,1.0
2012-12-01,F,120+,150+,253725.0,238935.0,0.941709
2012-12-01,F,150+,180+,280903.75,256083.75,0.911642
2012-12-01,F,180+,GCO,560723.75,3616771.25,1.0
2012-12-01,G,Current,30+,8908402.27,133896.25,0.01503
2012-12-01,G,30+,60+,168045.0,180795.0,1.0
2012-12-01,G,60+,90+,92735.0,70295.0,0.75802
2012-12-01,G,90+,120+,112306.25,134746.25,1.0
2012-12-01,G,120+,150+,73950.0,73950.0,1.0
2012-12-01,G,150+,180+,56780.0,56780.0,1.0
2012-12-01,G,180+,GCO,87380.0,1300053.75,1.0
2013-01-01,A,Current,30+,150364904.17,209673.75,0.001394
2013-01-01,A,30+,60+,295906.25,295906.25,1.0
2013-01-01,A,60+,90+,271341.25,271341.25,1.0
2013-01-01,A,90+,120+,287023.75,285153.75,0.993485
2013-01-01,A,120+,150+,221063.75,209971.25,0.949822
2013-01-01,A,150+,180+,140228.75,147241.25,1.0
2013-01-01,A,180+,GCO,245182.5,2001877.5,1.0
2013-01-01,B,Current,30+,278376734.28,925501.25,0.003325
2013-01-01,B,30+,60+,703502.5,727982.5,1.0
2013-01-01,B,60+,90+,784337.5,774817.5,0.987862
2013-01-01,B,90+,120+,788077.5,786547.5,0.998059
2013-01-01,B,120+,150+,781128.75,727068.75,0.930792
2013-01-01,B,150+,180+,550396.25,590176.25,1.0
2013-01-01,B,180+,GCO,553243.75,7223363.75,1.0
2013-01-01,C,Current,30+,197306841.36,849872.5,0.004307
2013-01-01,C,30+,60+,847173.75,834933.75,0.985552
2013-01-01,C,60+,90+,809858.75,822098.75,1.0
2013-01-01,C,90+,120+,659706.25,659706.25,1.0
2013-01-01,C,120+,150+,483161.25,451286.25,0.934028
2013-01-01,C,150+,180+,554348.75,586223.75,1.0
2013-01-01,C,180+,GCO,663913.75,8265102.5,1.0
2013-01-01,D,Current,30+,134536231.27,1090953.75,0.008109
2013-01-01,D,30+,60+,989867.5,989867.5,1.0
2013-01-01,D,60+,90+,1068471.25,1068471.25,1.0
2013-01-01,D,90+,120+,753397.5,750847.5,0.996615
2013-01-01,D,120+,150+,841075.0,817615.0,0.972107
2013-01-01,D,150+,180+,838992.5,858202.5,1.0
2013-01-01,D,180+,GCO,523770.0,7644177.5,1.0
2013-01-01,E,Current,30+,87572867.09,1005698.75,0.011484
2013-01-01,E,30+,60+,765403.75,808923.75,1.0
2013-01-01,E,60+,90+,1020658.75,999408.75,0.97918
2013-01-01,E,90+,120+,544510.0,565760.0,1.0
2013-01-01,E,120+,150+,528487.5,528487.5,1.0
2013-01-01,E,150+,180+,763087.5,763087.5,1.0
2013-01-01,E,180+,GCO,505027.5,6351093.75,1.0
2013-01-01,F,Current,30+,38911625.63,527552.5,0.013558
2013-01-01,F,30+,60+,587435.0,587435.0,1.0
2013-01-01,F,60+,90+,467415.0,467415.0,1.0
2013-01-01,F,90+,120+,578913.75,578913.75,1.0
2013-01-01,F,120+,150+,292676.25,292676.25,1.0
2013-01-01,F,150+,180+,238935.0,223635.0,0.935966
2013-01-01,F,180+,GCO,256083.75,3888155.0,1.0
2013-01-01,G,Current,30+,8842001.53,127245.0,0.014391
2013-01-01,G,30+,60+,133896.25,133896.25,1.0
2013-01-01,G,60+,90+,180795.0,180795.0,1.0
2013-01-01,G,90+,120+,70295.0,70295.0,1.0
2013-01-01,G,120+,150+,134746.25,134746.25,1.0
2013-01-01,G,150+,180+,73950.0,73950.0,1.0
2013-01-01,G,180+,GCO,56780.0,1356833.75,1.0
2013-02-01,A,Current,30+,163165522.39,201513.75,0.001235
2013-02-01,A,30+,60+,209673.75,287916.25,1.0
2013-02-01,A,60+,90+,295906.25,284601.25,0.961795
2013-02-01,A,90+,120+,271341.25,276887.5,1.0
2013-02-01,A,120+,150+,285153.75,203405.0,0.713317
2013-02-01,A,150+,180+,209971.25,169723.75,0.808319
2013-02-01,A,180+,GCO,147241.25,2001877.5,1.0
2013-02-01,B,Current,30+,311191241.08,900851.25,0.002895
2013-02-01,B,30+,60+,925501.25,762407.5,0.823778
2013-02-01,B,60+,90+,727982.5,663170.0,0.91097
2013-02-01,B,90+,120+,774817.5,835890.0,1.0
2013-02-01,B,120+,150+,786547.5,670968.75,0.853056
2013-02-01,B,150+,180+,727068.75,692027.5,0.951805
2013-02-01,B,180+,GCO,590176.25,7239917.5,1.0
2013-02-01,C,Current,30+,226480983.84,874458.75,0.003861
2013-02-01,C,30+,60+,849872.5,821333.75,0.96642
2013-02-01,C,60+,90+,834933.75,760728.75,0.911125
2013-02-01,C,90+,120+,822098.75,733486.25,0.892212
2013-02-01,C,120+,150+,659706.25,397885.0,0.603124
2013-02-01,C,150+,180+,451286.25,625940.0,1.0
2013-02-01,C,180+,GCO,586223.75,8295362.5,1.0
2013-02-01,D,Current,30+,142832643.79,1101026.25,0.007709
2013-02-01,D,30+,60+,1090953.75,1010692.5,0.92643
2013-02-01,D,60+,90+,989867.5,977393.75,0.987399
2013-02-01,D,90+,120+,1068471.25,805885.0,0.754241
2013-02-01,D,120+,150+,750847.5,742050.0,0.988283
2013-02-01,D,150+,180+,817615.0,938591.25,1.0
2013-02-01,D,180+,GCO,858202.5,7682193.75,1.0
2013-02-01,E,Current,30+,91814281.0,1049898.75,0.011435
2013-02-01,E,30+,60+,1005698.75,802123.75,0.797579
2013-02-01,E,60+,90+,808923.75,978902.5,1.0
2013-02-01,E,90+,120+,999408.75,546890.0,0.547214
2013-02-01,E,120+,150+,565760.0,487538.75,0.861741
2013-02-01,E,150+,180+,528487.5,781383.75,1.0
2013-02-01,E,180+,GCO,763087.5,6419922.5,1.0
2013-02-01,F,Current,30+,40453326.98,553052.5,0.013671
2013-02-01,F,30+,60+,527552.5,587435.0,1.0
2013-02-01,F,60+,90+,587435.0,437665.0,0.745044
2013-02-01,F,90+,120+,467415.0,536180.0,1.0
2013-02-01,F,120+,150+,578913.75,365160.0,0.630768
2013-02-01,F,150+,180+,292676.25,223635.0,0.764104
2013-02-01,F,180+,GCO,223635.0,3888155.0,1.0
2013-02-01,G,Current,30+,8937094.86,118745.0,0.013287
2013-02-01,G,30+,60+,127245.0,142396.25,1.0
2013-02-01,G,60+,90+,133896.25,180795.0,1.0
2013-02-01,G,90+,120+,180795.0,70295.0,0.388811
2013-02-01,G,120+,150+,70295.0,134746.25,1.0
2013-02-01,G,150+,180+,134746.25,73950.0,0.548809
2013-02-01,G,180+,GCO,73950.0,1356833.75,1.0
2013-03-01,A,Current,30+,185000040.09,295226.25,0.001596
2013-03-01,A,30+,60+,201513.75,195372.5,0.969524
2013-03-01,A,60+,90+,287916.25,219151.25,0.761163
2013-03-01,A,90+,120+,284601.25,319578.75,1.0
2013-03-01,A,120+,150+,276887.5,203298.75,0.734229
2013-03-01,A,150+,180+,203405.0,334857.5,1.0
2013-03-01,A,180+,GCO,169723.75,2198801.25,1.0
2013-03-01,B,Current,30+,349245610.27,1067536.25,0.003057
2013-03-01,B,30+,60+,900851.25,935935.0,1.0
2013-03-01,B,60+,90+,762407.5,673688.75,0.883633
2013-03-01,B,90+,120+,663170.0,741518.75,1.0
2013-03-01,B,120+,150+,835890.0,670352.5,0.801963
2013-03-01,B,150+,180+,670968.75,754608.75,1.0
2013-03-01,B,180+,GCO,692027.5,8226023.75,1.0
2013-03-01,C,Current,30+,262540437.14,1062202.5,0.004046
2013-03-01,C,30+,60+,874458.75,912347.5,1.0
2013-03-01,C,60+,90+,821333.75,764978.75,0.931386
2013-03-01,C,90+,120+,760728.75,834700.0,1.0
2013-03-01,C,120+,150+,733486.25,580040.0,0.790799
2013-03-01,C,150+,180+,397885.0,678640.0,1.0
2013-03-01,C,180+,GCO,625940.0,8999863.75,1.0
2013-03-01,D,Current,30+,157606568.19,1211526.25,0.007687
2013-03-01,D,30+,60+,1101026.25,1214352.5,1.0
