month_date,grade,flow_rate_30,flow_rate_90,flow_rate_120,flow_rate_60,flow_rate_150,flow_rate_180,flow_rate_gco,scenario
2020-09-01,B,0.000277,1.0,,1.0,0.0,1.0,1.0,central
2020-09-01,C,0.00019,0.76,1.0,1.0,0.366782,1.0,1.0,central
2020-09-01,D,0.000381,0.857143,1.0,1.0,1.0,1.0,1.0,central
2020-09-01,E,0.000738,0.0,,1.0,0.611078,1.0,1.0,central
2020-09-01,F,0.0,,1.0,,1.0,1.0,,central
2020-09-01,G,0.001186,,,,,,,central
2020-10-01,A,0.000757,0.0,,,,,1.0,central
2020-10-01,B,1.2e-05,0.474576,1.0,1.0,0.09375,,1.0,central
2020-10-01,C,7.1e-05,0.0,1.0,1.0,0.724512,1.0,1.0,central
2020-10-01,D,7.7e-05,0.0,1.0,1.0,1.0,1.0,1.0,central
2020-10-01,E,0.000117,0.507246,,1.0,0.0,1.0,1.0,central
2020-10-01,F,0.0,,,,0.0,1.0,1.0,central
2020-10-01,G,0.0,,,1.0,,,,central
2020-11-01,A,0.0,,,1.0,0.0,,,central
2020-11-01,B,0.0,1.0,1.0,1.0,0.096774,1.0,1.0,central
2020-11-01,C,0.000205,1.0,,1.0,0.75,1.0,1.0,central
2020-11-01,D,0.0,1.0,,1.0,0.721649,1.0,1.0,central
2020-11-01,E,0.0,1.0,1.0,1.0,1.0,,1.0,central
2020-11-01,F,0.0,,,,,,1.0,central
2020-11-01,G,0.0,1.0,,,,,,central
2020-12-01,A,0.0,1.0,,,0.0,,,central
2020-12-01,B,0.0,1.0,1.0,,0.474576,1.0,1.0,central
2020-12-01,C,0.0,1.0,1.0,1.0,0.0,1.0,1.0,central
2020-12-01,D,5.3e-05,1.0,0.285714,,1.0,1.0,1.0,central
2020-12-01,E,0.0,1.0,1.0,,1.0,1.0,1.0,central
2020-12-01,F,0.0,,,,,,1.0,central
2020-12-01,G,0.0,,1.0,,,,,central
2021-01-01,A,0.0,,1.0,,,,1.0,central
2021-01-01,B,0.0,,1.0,,1.0,0.428571,1.0,central
2021-01-01,C,0.000235,1.0,1.0,,1.0,,1.0,central
2021-01-01,D,0.000125,,1.0,1.0,1.0,1.0,1.0,central
2021-01-01,E,0.000778,1.0,1.0,,1.0,1.0,1.0,central
2021-01-01,F,0.0,,,,,,,central
2021-01-01,G,0.0,,,,1.0,,,central
2021-02-01,A,0.0,,,,0.0,,,central
2021-02-01,B,0.0,,,,1.0,0.0,1.0,central
2021-02-01,C,9.2e-05,1.0,0.27556,1.0,1.0,0.178571,,central
2021-02-01,D,0.0,0.0,,1.0,1.0,1.0,1.0,central
2021-02-01,E,0.000853,,0.0,0.0,1.0,0.985191,1.0,central
2021-02-01,F,0.0,,,,,,,central
2021-02-01,G,0.0,,,,,0.0,,central
2021-03-01,A,0.0,,,,0.0,,,central
2021-03-01,B,0.000334,,,,0.0,0.040816,,central
2021-03-01,C,0.0,1.0,1.0,1.0,1.0,0.0,1.0,central
2021-03-01,D,9.1e-05,0.681818,,,0.0,0.666667,1.0,central
2021-03-01,E,0.000481,,1.0,1.0,,0.217391,1.0,central
2021-03-01,F,0.0,,,,,,,central
2021-03-01,G,0.0,,,,,1.0,,central
2021-04-01,A,0.0,,,,,,1.0,central
2021-04-01,B,0.0,,,1.0,,,1.0,central
2021-04-01,C,0.0,1.0,1.0,,1.0,1.0,,central
2021-04-01,D,0.0,,1.0,1.0,0.0,,1.0,central
2021-04-01,E,0.000534,0.423077,1.0,1.0,1.0,,1.0,central
2021-04-01,F,0.0,,,,,,,central
2021-04-01,G,0.000906,,,,,,1.0,central
2021-05-01,A,0.0,,,,,,1.0,central
2021-05-01,B,0.0,0.0,,,,,1.0,central
2021-05-01,C,0.000219,,0.0,,1.0,1.0,1.0,central
2021-05-01,D,0.000216,1.0,,,0.681818,,1.0,central
2021-05-01,E,0.0,0.933333,1.0,0.673214,1.0,1.0,,central
2021-05-01,F,0.001296,,,,,,,central
2021-05-01,G,0.0,,,1.0,,,,central
2021-06-01,A,0.0,,,,,,,central
2021-06-01,B,0.0,,,,0.0,,,central
2021-06-01,C,0.0,,,1.0,,0.751724,1.0,central
2021-06-01,D,0.0,0.0,1.0,1.0,,1.0,1.0,central
2021-06-01,E,0.0,1.0,1.0,,0.423077,1.0,1.0,central
2021-06-01,F,0.0,,,1.0,,,,central
2021-06-01,G,0.0,1.0,,,,,,central
2021-07-01,A,0.0,,,,,,,central
2021-07-01,B,0.000212,,,,0.0,,,central
2021-07-01,C,0.000118,0.67701,,,,0.0,1.0,central
2021-07-01,D,0.0,0.363636,,,1.0,,1.0,central
2021-07-01,E,0.0,0.0,0.673214,,0.933333,1.0,1.0,central
2021-07-01,F,0.0,1.0,,,,,,central
2021-07-01,G,0.0,,1.0,,,,,central
2021-08-01,A,0.0,,,,,,,central
2021-08-01,B,0.0,,,1.0,,,1.0,central
2021-08-01,C,0.0,,1.0,0.0,1.0,,,central
2021-08-01,D,0.0,,0.0,,1.0,0.0,,central
2021-08-01,E,0.0,,,,1.0,1.0,1.0,central
2021-08-01,F,0.0,,0.0,,,,,central
2021-08-01,G,0.0,,,,0.0,,,central
2021-09-01,A,0.0,,,,,,,central
2021-09-01,B,0.0,1.0,,,,,,central
2021-09-01,C,0.000325,,1.0,,1.0,1.0,,central
2021-09-01,D,0.000473,,,,,0.636364,,central
2021-09-01,E,0.0,,,,,1.0,1.0,central
2021-09-01,F,0.0,,,,,0.0,,central
2021-09-01,G,0.0,,,,,,1.0,central
2021-10-01,A,0.0,,,,,,,central
2021-10-01,B,0.0,,0.0,,,,,central
2021-10-01,C,0.000324,,,1.0,1.0,1.0,1.0,central
2021-10-01,D,0.000228,,,1.0,,0.0,1.0,central
2021-10-01,E,0.0,,,,,,1.0,central
2021-10-01,F,0.0,,,,,0.0,,central
2021-10-01,G,0.0,,,,,,1.0,central
2021-11-01,A,0.0,,,,,,,central
2021-11-01,B,0.0,,,,,0.0,,central
2021-11-01,C,0.0,1.0,,1.0,,1.0,1.0,central
2021-11-01,D,0.000257,1.0,,0.0,,,,central
2021-11-01,E,0.0,,,,,,,central
2021-11-01,F,0.0,,,,,,,central
2021-11-01,G,0.0,,,,,,,central
2021-12-01,A,0.0,,,,,,,central
2021-12-01,B,0.0,,,,,0.0,,central
2021-12-01,C,0.0,1.0,1.0,,,,1.0,central
2021-12-01,D,0.000868,,1.0,0.0,,,,central
2021-12-01,E,0.0,,,,,,,central
2021-12-01,F,0.0,,,,,,,central
2021-12-01,G,0.0,,,,,,,central
2022-01-01,A,0.0,,,,,,,central
2022-01-01,B,0.0,,,,,,,central
2022-01-01,C,0.000852,,1.0,,1.0,,,central
2022-01-01,D,0.000465,,1.0,1.0,1.0,,,central
2022-01-01,E,0.0,,,,,,,central
2022-01-01,F,0.0,,,,,,,central
2022-01-01,G,0.0,,,,,,,central
2022-02-01,A,0.0,,,,,,,central
2022-02-01,B,0.0,,,,,,,central
2022-02-01,C,0.000975,,,0.0,0.0,1.0,,central
2022-02-01,D,0.000517,0.0,,1.0,1.0,0.0,,central
2022-02-01,E,0.0,0.0,,,,,,central
2022-02-01,F,0.0,,,,,,,central
2022-02-01,G,0.0,,,,,,,central
2022-03-01,A,0.0,,,,,,,central
2022-03-01,B,0.0,,,,,,,central
2022-03-01,C,0.000459,,,1.0,1.0,,1.0,central
2022-03-01,D,0.000886,1.0,,0.0,1.0,0.0,,central
2022-03-01,E,0.0,1.0,,,,,,central
2022-03-01,F,0.0,,,,,,,central
2022-03-01,G,0.0,,,,,,,central
2022-04-01,A,0.0,,,,,,,central
2022-04-01,B,0.0,,,,,,,central
2022-04-01,C,0.0,1.0,,1.0,,1.0,,central
2022-04-01,D,0.0,,1.0,1.0,,1.0,,central
2022-04-01,E,0.0,,1.0,,,,,central
2022-04-01,F,0.0,,,,,,,central
2022-04-01,G,0.0,,,,,,,central
2022-05-01,A,0.0,,,,,,,central
2022-05-01,B,0.001331,,,,,,,central
2022-05-01,C,0.000267,1.0,1.0,,,,1.0,central
2022-05-01,D,0.0,1.0,,,0.66129,,1.0,central
2022-05-01,E,0.0,,,,1.0,,,central
2022-05-01,F,0.0,,,,,,,central
2022-05-01,G,0.0,,,,,,,central
2022-06-01,A,0.0,,,,,,,central
2022-06-01,B,0.0,,,1.0,,,,central
2022-06-01,C,0.000668,,1.0,1.0,1.0,,,central
2022-06-01,D,0.000564,1.0,1.0,,,1.0,1.0,central
2022-06-01,E,0.0,,,,,1.0,,central
2022-06-01,F,0.0,,,,,,,central
2022-06-01,G,0.0,,,,,,,central
2022-07-01,A,0.0,,,,,,,central
2022-07-01,B,0.0,1.0,,,,,,central
2022-07-01,C,0.0,1.0,,1.0,1.0,1.0,,central
2022-07-01,D,0.001051,,1.0,1.0,1.0,,1.0,central
2022-07-01,E,0.0,,,,,,1.0,central
2022-07-01,F,0.0,,,,,,,central
2022-07-01,G,0.0,,,,,,,central
2022-08-01,A,0.0,,,,,,,central
2022-08-01,B,0.0,,0.0,,,,,central
2022-08-01,C,0.000485,1.0,0.0,,,0.0,1.0,central
2022-08-01,D,0.0,1.0,,1.0,1.0,1.0,,central
2022-08-01,E,0.0,,,,,,,central
2022-08-01,F,0.0,,,,,,,central
2022-08-01,G,0.0,,,,,,,central
2022-09-01,A,0.0,,,,,,,central
2022-09-01,B,0.002268,,,,,0.0,,central
2022-09-01,C,0.000815,,1.0,1.0,,0.0,,central
2022-09-01,D,0.0,1.0,1.0,,,1.0,1.0,central
2022-09-01,E,0.0,,,,,,,central
2022-09-01,F,0.0,,,,,,,central
2022-09-01,G,0.0,,,,,,,central
2022-10-01,A,0.0,,,,,,,central
2022-10-01,B,0.002297,,,1.0,,0.0,,central
2022-10-01,C,0.000803,1.0,,1.0,1.0,0.0,,central
2022-10-01,D,0.002077,,1.0,,1.0,,1.0,central
2022-10-01,E,0.0,,,,,,,central
2022-10-01,F,0.0,,,,,,,central
2022-10-01,G,0.0,,,,,,,central
2022-11-01,A,0.0,,,,,,,central
2022-11-01,B,0.0,1.0,,1.0,,,,central
2022-11-01,C,0.0,1.0,1.0,1.0,,1.0,,central
2022-11-01,D,0.0,,,1.0,1.0,1.0,,central
2022-11-01,E,0.0,,,,,,,central
2022-11-01,F,0.0,,,,,,,central
2022-11-01,G,0.0,,,,,,,central
2022-12-01,A,0.0,,,,,,,central
2022-12-01,B,0.0,1.0,1.0,,,,,central
2022-12-01,C,0.0,1.0,1.0,,1.0,,1.0,central
2022-12-01,D,0.0,1.0,,,,1.0,1.0,central
2022-12-01,E,0.0,,,,,,,central
2022-12-01,F,0.0,,,,,,,central
2022-12-01,G,0.0,,,,,,,central
2023-01-01,A,0.0,,,,,,,central
2023-01-01,B,0.0,,1.0,,1.0,,,central
2023-01-01,C,0.004263,,1.0,,1.0,0.0,,central
2023-01-01,D,0.0,,1.0,,,,1.0,central
2023-01-01,E,0.0,,,,,,,central
2023-01-01,F,0.0,,,,,,,central
2023-01-01,G,0.0,,,,,,,central
2023-02-01,A,0.0,,,,,,,central
2023-02-01,B,0.0,,,,1.0,0.0,,central
2023-02-01,C,0.005586,,,0.0,1.0,0.0,,central
2023-02-01,D,0.0,,,,0.0,,,central
2023-02-01,E,0.0,,,,,,,central
2023-02-01,F,0.0,,,,,,,central
2023-02-01,G,0.0,,,,,,,central
2023-03-01,A,0.0,,,,,,,central
2023-03-01,B,0.0,,,,1.0,0.0,,central
2023-03-01,C,0.0,,,1.0,1.0,0.0,,central
2023-03-01,D,0.0,,,,0.0,,,central
2023-03-01,E,0.0,,,,,,,central
2023-03-01,F,0.0,,,,,,,central
2023-03-01,G,0.0,,,,,,,central
2023-04-01,A,0.0,,,,,,,central
2023-04-01,B,0.0,,,,,1.0,,central
2023-04-01,C,0.0,1.0,,,,1.0,,central
2023-04-01,D,0.003089,,,,,,1.0,central
2023-04-01,E,0.0,,,,,,,central
2023-04-01,F,0.0,,,,,,,central
2023-04-01,G,0.0,,,,,,,central
2023-05-01,A,0.0,,,,,,,central
2023-05-01,B,0.006737,,,,,,1.0,central
2023-05-01,C,0.0,,0.0,,,,1.0,central
2023-05-01,D,0.0,,,1.0,,,1.0,central
2023-05-01,E,0.0,,,,,,,central
2023-05-01,F,0.0,,,,,,,central
2023-05-01,G,0.0,,,,,,,central
2023-06-01,A,0.0,,,,,,,central
2023-06-01,B,0.0,,,1.0,,,,central
2023-06-01,C,0.0,,,,,0.0,,central
2023-06-01,D,0.0,1.0,,,,,,central
2023-06-01,E,0.0,,,,,,,central
2023-06-01,F,0.0,,,,,,,central
2023-06-01,G,0.0,,,,,,,central
2023-07-01,A,0.0,,,,,,,central
2023-07-01,B,0.0,1.0,,,,,,central
2023-07-01,C,0.0,,,,,0.0,,central
2023-07-01,D,0.0,,1.0,,,,,central
2023-07-01,E,0.0,,,,,,,central
2023-07-01,F,0.0,,,,,,,central
2023-07-01,G,0.0,,,,,,,central
2023-08-01,A,0.0,,,,,,,central
2023-08-01,B,0.0,,0.0,,,,,central
2023-08-01,C,0.0,,,,,,,central
2023-08-01,D,0.0,,,,1.0,,,central
2023-08-01,E,0.0,,,,,,,central
2023-08-01,F,0.0,,,,,,,central
2023-08-01,G,0.0,,,,,,,central
2023-09-01,A,0.0,,,,,,,central
2023-09-01,B,0.0,,,,,0.0,,central
2023-09-01,C,0.0,,,,,,,central
2023-09-01,D,0.0,,,,,1.0,,central
2023-09-01,E,0.0,,,,,,,central
2023-09-01,F,0.0,,,,,,,central
2023-09-01,G,0.0,,,,,,,central
2007-06-01,E,0.0,,,,,,,mild
2007-07-01,A,0.0,,,,,,,mild
2007-07-01,B,0.0,,,,,,,mild
2007-07-01,C,0.0,,,,,,,mild
2007-07-01,E,0.0,,,,,,,mild
2007-07-01,F,0.0,,,,,,,mild
2007-08-01,A,0.0,,,,,,,mild
2007-08-01,B,0.0,,,,,,,mild
2007-08-01,C,0.0,,,,,,,mild
2007-08-01,D,0.0,,,,,,,mild
2007-08-01,E,0.0,,,,,,,mild
2007-08-01,F,0.0,,,,,,,mild
2007-09-01,A,0.0,,,,,,,mild
2007-09-01,B,0.0,,,,,,,mild
2007-09-01,C,0.0,,,,,,,mild
2007-09-01,D,0.0,,,,,,,mild
2007-09-01,E,0.0,,,,,,,mild
2007-09-01,F,0.0,,,,,,,mild
2007-10-01,A,0.0,,,,,,,mild
2007-10-01,B,0.0,,,,,,,mild
2007-10-01,C,0.0,,,,,,,mild
2007-10-01,D,0.0,,,,,,,mild
2007-10-01,E,0.0,,,,,,,mild
2007-10-01,F,0.0,,,,,,,mild
2007-11-01,A,0.0,,,,,,,mild
2007-11-01,B,0.0,,,,,,,mild
2007-11-01,C,0.0,,,,,,,mild
2007-11-01,D,0.0,,,,,,,mild
2007-11-01,E,0.0,,,,,,,mild
2007-11-01,F,0.0,,,,,,,mild
2007-12-01,A,0.0,,,,,,,mild
2007-12-01,B,0.0,,,,,,,mild
2007-12-01,C,0.0,,,,,,,mild
2007-12-01,D,0.0,,,,,,,mild
2007-12-01,E,0.0,,,,,,,mild
2007-12-01,F,0.0,,,,,,,mild
2008-01-01,A,0.0,,,,,,,mild
2008-01-01,B,0.0,,,,,,,mild
2008-01-01,C,0.0,,,,,,,mild
2008-01-01,D,0.0,,,,,,,mild
2008-01-01,E,0.0,,,,,,,mild
2008-01-01,F,0.0,,,,,,,mild
2008-01-01,G,0.0,,,,,,,mild
2008-02-01,A,0.0,,,,,,,mild
2008-02-01,B,0.0,,,,,,,mild
2008-02-01,C,0.0,,,,,,,mild
2008-02-01,D,0.0,,,,,,,mild
2008-02-01,E,0.0,,,,,,,mild
2008-02-01,F,0.0,,,,,,,mild
2008-02-01,G,0.0,,,,,,,mild
2008-03-01,A,0.0,,,,,,,mild
2008-03-01,B,0.0,,,,,,,mild
2008-03-01,C,0.0,,,,,,,mild
2008-03-01,D,0.0,,,,,,,mild
2008-03-01,E,0.0,,,,,,,mild
2008-03-01,F,0.0,,,,,,,mild
2008-03-01,G,0.0,,,,,,,mild
2008-04-01,A,0.0,,,,,,,mild
2008-04-01,B,0.0,,,,,,,mild
2008-04-01,C,0.0,1.15,,,,,,mild
2008-04-01,D,0.0,,,,,,,mild
2008-04-01,E,0.0,,,,,,,mild
2008-04-01,F,0.0,,,,,,,mild
2008-04-01,G,0.0,,,,,,,mild
2008-05-01,A,0.0,,,,,,,mild
2008-05-01,B,0.0,,,,,,,mild
2008-05-01,C,0.0037121999999999997,,1.15,,,,,mild
2008-05-01,D,0.005632699999999999,,,,,,,mild
2008-05-01,E,0.0,,,,,,,mild
2008-05-01,F,0.0,,,,,,,mild
2008-05-01,G,0.0,,,,,,,mild
2008-06-01,A,0.0,,,,,,,mild
2008-06-01,B,0.0,,,,,,,mild
2008-06-01,C,0.0,1.15,,1.15,1.15,,,mild
2008-06-01,D,0.023656649999999998,,,1.15,,,,mild
2008-06-01,E,0.0,,,,,,,mild
2008-06-01,F,0.0,,,,,,,mild
2008-06-01,G,0.0,,,,,,,mild
2008-07-01,A,0.0,,,,,,,mild
2008-07-01,B,0.00487025,,,,,,,mild
2008-07-01,C,0.0013351499999999998,1.15,1.15,,,1.15,,mild
2008-07-01,D,0.022435349999999996,1.15,,1.15,,,,mild
2008-07-01,E,0.0,,,,,,,mild
2008-07-01,F,0.0,,,,,,,mild
2008-07-01,G,0.0,,,,,,,mild
2008-08-01,A,0.0,,,,,,,mild
2008-08-01,B,0.00484265,,,1.15,,,,mild
2008-08-01,C,0.00595355,,0.0,1.15,1.15,,1.15,mild
2008-08-01,D,0.034887549999999996,1.15,1.15,0.9893852499999999,,,,mild
2008-08-01,E,0.037820049999999994,,,,,,,mild
2008-08-01,F,0.0,,,,,,,mild
2008-08-01,G,0.0,,,,,,,mild
2008-09-01,A,0.0,,,,,,,mild
2008-09-01,B,0.006966699999999999,1.15,,1.15,,,,mild
2008-09-01,C,0.00878025,1.15,,1.15,,1.15,,mild
2008-09-01,D,0.0181769,1.15,1.15,1.15,1.15,,,mild
2008-09-01,E,0.0396957,,,1.15,,,,mild
2008-09-01,F,0.0,,,,,,,mild
2008-09-01,G,0.0,,,,,,,mild
2008-10-01,A,0.0,,,,,,,mild
2008-10-01,B,0.01129415,1.15,1.15,1.15,,,,mild
2008-10-01,C,0.0190486,1.15,1.15,1.15,,,1.15,mild
2008-10-01,D,0.03327065,1.15,1.15,1.15,0.9504289999999999,1.15,,mild
2008-10-01,E,0.007440499999999999,1.15,,1.15,,,,mild
2008-10-01,F,0.0,,,,,,,mild
2008-10-01,G,0.0,,,,,,,mild
2008-11-01,A,0.0,,,,,,,mild
2008-11-01,B,0.0,1.15,1.15,1.15,1.15,,,mild
2008-11-01,C,0.0030957999999999997,1.15,1.15,1.15,1.15,,,mild
2008-11-01,D,0.0062215,1.0368848499999999,1.15,1.15,1.15,1.15,0.5418845999999999,mild
2008-11-01,E,0.0,1.15,1.15,1.15,,,,mild
2008-11-01,F,0.0,,,,,,,mild
2008-11-01,G,0.0,,,,,,,mild
2008-12-01,A,0.0,,,,,,,mild
2008-12-01,B,0.0018238999999999998,1.15,1.15,,1.15,1.15,,mild
2008-12-01,C,0.0027968,1.15,1.15,1.15,1.15,1.15,,mild
2008-12-01,D,0.01154255,1.0870432499999998,1.15,1.15,1.15,1.15,1.15,mild
2008-12-01,E,0.0,1.15,1.15,,1.15,,,mild
2008-12-01,F,0.0,,,,,,,mild
2008-12-01,G,0.0,,,,,,,mild
2009-01-01,A,0.0,,,,,,,mild
2009-01-01,B,0.01558595,1.15,1.15,1.15,1.15,1.15,1.15,mild
2009-01-01,C,0.011973799999999998,1.15,1.15,1.15,1.15,1.15,1.15,mild
2009-01-01,D,0.0076716499999999995,1.15,1.15,1.15,1.15,1.15,1.15,mild
2009-01-01,E,0.0,,1.15,,1.15,1.15,,mild
2009-01-01,F,0.0,,,,,,,mild
2009-01-01,G,0.0,,,,,,,mild
2009-02-01,A,0.0,,,,,,,mild
2009-02-01,B,0.015177699999999999,0.7666670499999999,1.15,0.122038,0.6890156,0.8214288999999999,1.15,mild
2009-02-01,C,0.01019705,1.035,1.15,0.24287194999999998,0.49837204999999996,0.78705195,1.15,mild
2009-02-01,D,0.0066608,0.5500001499999999,1.15,1.15,0.67712345,1.15,1.15,mild
2009-02-01,E,0.0,,,,1.15,1.15,0.0,mild
2009-02-01,F,0.0,,,,,,,mild
2009-02-01,G,0.0,,,,,,,mild
2009-03-01,A,0.0,,,,,,,mild
2009-03-01,B,0.007430149999999999,1.15,1.15,0.6183228,0.8202570499999999,0.55035665,1.15,mild
2009-03-01,C,0.0097819,1.15,0.0,0.0,0.78126285,1.15,1.15,mild
2009-03-01,D,0.0233197,1.15,1.15,0.0,0.617182,1.15,1.15,mild
2009-03-01,E,0.02925255,,,,1.15,1.15,1.15,mild
2009-03-01,F,0.0,,,,,,,mild
2009-03-01,G,0.6110709,,,,,,,mild
2009-04-01,A,0.00293595,,,,,,,mild
2009-04-01,B,0.0050669,1.15,0.1997688,1.15,1.15,1.15,1.15,mild
2009-04-01,C,0.004046849999999999,,0.20052319999999998,1.15,,1.15,1.15,mild
2009-04-01,D,0.011289549999999999,,0.6419897999999999,0.90155515,1.15,1.15,1.15,mild
2009-04-01,E,0.0,0.0,,1.15,,1.15,1.15,mild
2009-04-01,F,0.017206299999999997,0.0,,,,,,mild
2009-04-01,G,0.0,,,1.15,,,,mild
2009-05-01,A,0.0,,,1.15,,,,mild
2009-05-01,B,0.0,1.15,0.6183228,0.7156277499999999,1.15,1.15,1.15,mild
2009-05-01,C,0.0125097,1.15,0.0,0.0,1.15,0.0,1.15,mild
2009-05-01,D,0.0086756,1.15,1.01098915,0.89878595,1.15,1.15,1.15,mild
2009-05-01,E,0.00548895,0.35783745,,,,,1.15,mild
2009-05-01,F,0.0,0.0,,1.15,,,,mild
2009-05-01,G,0.0,1.15,,,,,,mild
2009-06-01,A,0.0,0.6527031999999999,,,,,,mild
2009-06-01,B,0.005460199999999999,1.15,0.9776230499999998,,1.15,0.1997688,1.15,mild
2009-06-01,C,0.01563195,,0.7902880499999999,0.9328271,,0.20052319999999998,,mild
2009-06-01,D,0.00849505,1.15,1.1404756999999999,1.15,1.15,0.6419897999999999,1.15,mild
2009-06-01,E,0.02746315,,1.15,1.15,0.0,,,mild
2009-06-01,F,0.0749455,0.3261193,,,0.0,,,mild
2009-06-01,G,0.0,,1.15,,,,,mild
2009-07-01,A,0.0,0.0,1.15,,,,,mild
2009-07-01,B,0.004926599999999999,,0.7156277499999999,1.15,1.15,0.6183228,1.15,mild
2009-07-01,C,0.008205249999999999,1.15,0.0,0.9881708499999999,1.15,0.0,1.15,mild
2009-07-01,D,0.0121026,1.07150215,0.89878595,0.9847703,1.15,1.01098915,1.15,mild
2009-07-01,E,0.0085192,1.15,,1.15,0.35783745,,,mild
2009-07-01,F,0.0450846,0.0,1.15,1.15,0.0,,,mild
2009-07-01,G,0.0,,,,1.15,,,mild
2009-08-01,A,0.0024828499999999996,,,,0.49729679999999993,,,mild
2009-08-01,B,0.0094001,0.8539290499999999,,1.0215956,0.0,1.15,1.15,mild
2009-08-01,C,0.014287599999999998,0.8419011999999999,1.15,1.15,,0.6546765999999999,,mild
2009-08-01,D,0.009867,1.1027269499999999,1.15,1.0511506,0.26785685,1.15,1.15,mild
2009-08-01,E,0.0046437,1.15,0.0,1.15,,0.0,1.15,mild
2009-08-01,F,0.027485,0.0,,1.15,0.8238806999999999,,1.15,mild
2009-08-01,G,0.0,,,,,1.15,,mild
2009-09-01,A,0.00282325,,,0.8877194999999999,,1.15,0.0,mild
2009-09-01,B,0.007949949999999999,1.15,1.15,0.9668602,0.49441834999999995,,1.15,mild
2009-09-01,C,0.01189675,1.15,1.15,0.84549035,0.98818005,0.49738304999999994,1.15,mild
2009-09-01,D,0.006850549999999999,1.15,1.15,1.15,1.15,1.15,1.15,mild
2009-09-01,E,0.02126005,1.15,1.15,1.15,,0.0,,mild
2009-09-01,F,0.0,0.575,,1.15,0.36666714999999994,1.15,1.15,mild
2009-09-01,G,0.03422745,,,,,,1.15,mild
2009-10-01,A,0.0020458499999999997,1.15,,1.15,,,1.15,mild
2009-10-01,B,0.0079764,1.15,0.9020588499999999,0.9595760999999999,0.9846874999999998,1.15,1.15,mild
2009-10-01,C,0.004402199999999999,1.15,1.14045615,0.9756772499999999,0.90888065,1.15,1.15,mild
2009-10-01,D,0.0150052,1.15,1.15,1.15,1.15,1.15,1.15,mild
2009-10-01,E,0.011142349999999999,1.15,1.15,1.15,1.15,0.0,,mild
2009-10-01,F,0.0,0.43124999999999997,1.15,,0.0,1.15,1.15,mild
2009-10-01,G,0.0,,,1.15,,,,mild
2009-11-01,A,0.0013788499999999998,0.8566326999999999,0.8877194999999999,1.15,,,,mild
2009-11-01,B,0.007588849999999999,1.15,0.9668602,1.05020415,1.15,1.15,1.15,mild
2009-11-01,C,0.0027876,1.15,0.84549035,1.15,1.15,1.15,1.15,mild
2009-11-01,D,0.007805049999999999,1.15,1.15,0.9152378499999999,1.15,1.15,1.15,mild
2009-11-01,E,0.0047874499999999995,1.15,1.15,1.15,1.15,1.15,,mild
2009-11-01,F,0.020585,,1.15,,0.575,,1.15,mild
2009-11-01,G,0.0,1.15,,,,,,mild
2009-12-01,A,0.0035661499999999997,0.6994840499999999,1.15,1.15,1.15,,,mild
2009-12-01,B,0.0049174,1.15,0.9595760999999999,1.15,1.15,0.9020588499999999,1.15,mild
2009-12-01,C,0.00315445,0.7976951999999999,0.9756772499999999,1.15,1.15,1.14045615,1.15,mild
2009-12-01,D,0.013987449999999998,1.15,1.15,0.7690245499999999,1.15,1.15,1.15,mild
2009-12-01,E,0.008986099999999999,1.15,1.15,1.15,1.15,1.15,1.15,mild
2009-12-01,F,0.0,,,1.15,0.43124999999999997,1.15,1.15,mild
2009-12-01,G,0.0,,1.15,,,,,mild
2010-01-01,A,0.0038674499999999997,0.83564865,1.15,1.15,0.44591824999999996,1.15,,mild
2010-01-01,B,0.0053084,1.14344155,1.15,1.15,1.0687858499999998,1.15,1.15,mild
2010-01-01,C,0.0045793,1.15,0.8931601499999999,1.15,1.15,1.15,1.15,mild
2010-01-01,D,0.007294449999999999,1.1394199999999999,1.15,1.04125255,1.15,1.15,1.15,mild
2010-01-01,E,0.01493965,0.575,1.15,1.15,1.15,1.15,1.15,mild
2010-01-01,F,0.043331999999999996,1.15,,,,0.0,1.15,mild
2010-01-01,G,0.0,,,,1.15,,,mild
2010-02-01,A,0.00360525,0.72924605,1.1175550499999998,0.60608105,1.15,1.15,1.15,mild
2010-02-01,B,0.0047679,1.15,1.15,1.15,0.7307582999999999,1.15,1.15,mild
2010-02-01,C,0.005264699999999999,0.51846025,1.1401640499999999,1.15,1.15,1.15,1.15,mild
2010-02-01,D,0.0066676999999999995,0.5224542,1.15,1.15,0.5810144999999999,1.15,1.15,mild
2010-02-01,E,0.01316635,0.29272675,1.15,0.7458830999999999,1.15,0.5341669499999999,1.15,mild
2010-02-01,F,0.0405766,,0.0,0.0,,,,mild
2010-02-01,G,0.0,,,,,0.0,,mild
2010-03-01,A,0.0026886999999999996,1.15,0.6908636499999999,0.8391894999999999,1.15,1.15,1.15,mild
2010-03-01,B,0.0050646,1.15,1.15,1.15,0.8365065499999998,1.15,1.15,mild
2010-03-01,C,0.008768749999999999,1.15,1.15,1.0393286,0.8656003999999999,0.9052684999999999,1.15,mild
2010-03-01,D,0.00491855,1.15,1.15,1.15,0.47209455,1.15,1.15,mild
2010-03-01,E,0.01998355,1.15,1.15,0.9487499999999999,0.25156249999999997,1.1428079,1.15,mild
2010-03-01,F,0.0,,1.15,1.15,,,,mild
2010-03-01,G,0.0,,,,,1.15,,mild
2010-04-01,A,0.00284165,1.15,0.7601695499999999,1.15,1.15,0.8120725,1.15,mild
